Date,Product_ID,Product_Name,Category,Base_Price,Discount_%,Selling_Price,Competitor_Price,Units_Sold,Revenue,Region,Customer_Segment,Stock_Level,Cost,Gross_Profit_per_unit,Gross_Profit_Total,Margin_%,Price_Delta_vs_Competitor,Price_Elasticity_Score,Month,Month_Number,Year,MonthYear
2024-06-01,P106,Olive Oil,Grocery,29.02,5,27.57,31.3,1.0,27.57,South,Retail,85,18.58,8.99,8.99,32.61,-3.73,0.0111,Jun,6,2024,Jun 2024
2023-01-05,P107,Jeans,Apparel,213.5,5,202.82,192.67,4.0,811.28,South,Retail,331,144.53,58.29,233.16,28.74,10.15,0.0022,Jan,1,2023,Jan 2023
2024-04-03,P106,Olive Oil,Grocery,106.82,20,85.46,93.84,5.0,427.3,East,Retail,0,61.44,24.02,120.1,28.11,-8.38,0.0111,Apr,4,2024,Apr 2024
2023-12-27,P103,T-Shirt,Apparel,227.65,5,216.27,194.88,3.0,648.81,West,Retail,168,125.82,90.45,271.35,41.82,21.39,0.003,Dec,12,2023,Dec 2023
2023-01-07,P105,Brake Pads,Automotive,134.48,0,134.48,145.71,3.0,403.44,West,Retail,316,90.68,43.8,131.4,32.57,-11.23,0.0115,Jan,1,2023,Jan 2023
2023-02-12,P107,Jeans,Apparel,124.85,0,124.85,120.64,10.0,1248.5,North,Retail,60,87.61,37.24,372.4,29.83,4.21,0.0022,Feb,2,2023,Feb 2023
2023-11-25,P103,T-Shirt,Apparel,238.39,10,214.55,212.0,6.0,1287.3,East,Retail,224,172.63,41.92,251.52,19.54,2.55,0.003,Nov,11,2023,Nov 2023
2024-02-27,P101,Car Battery,Automotive,188.44,15,160.17,182.11,2.0,320.34,North,Retail,192,125.55,34.62,69.24,21.61,-21.94,0.0112,Feb,2,2024,Feb 2024
2023-10-21,P100,Wireless Headphones,Electronics,206.28,20,165.02,166.34,3.0,495.06,South,Wholesale,92,122.72,42.3,126.9,25.63,-1.32,0.0117,Oct,10,2023,Oct 2023
2024-12-11,P103,T-Shirt,Apparel,258.2,5,245.29,237.02,6.0,1471.74,West,Retail,142,144.42,100.87,605.22,41.12,8.27,0.003,Dec,12,2024,Dec 2024
2023-07-04,P106,Olive Oil,Grocery,94.68,5,89.95,99.13,5.0,449.75,West,Retail,124,61.71,28.24,141.2,31.4,-9.18,0.0111,Jul,7,2023,Jul 2023
2024-10-22,P101,Car Battery,Automotive,118.68,25,89.01,90.85,5.0,445.05,North,Retail,235,68.05,20.96,104.8,23.55,-1.84,0.0112,Oct,10,2024,Oct 2024
2023-06-12,P104,Bluetooth Speaker,Electronics,231.32,5,219.75,219.63,3.0,659.25,North,Retail,223,164.28,55.47,166.41,25.24,0.12,0.0206,Jun,6,2023,Jun 2023
2023-02-24,P103,T-Shirt,Apparel,226.68,15,192.68,201.83,5.0,578.04,South,Retail,244,158.72,33.96,169.8,17.63,-9.15,0.003,Feb,2,2023,Feb 2023
2023-02-14,P104,Bluetooth Speaker,Electronics,125.33,15,106.53,110.49,1.0,106.53,East,Retail,238,90.19,16.34,16.34,15.34,-3.96,0.0206,Feb,2,2023,Feb 2023
2023-05-02,P103,T-Shirt,Apparel,238.04,10,214.24,211.05,4.0,856.96,North,Retail,18,132.14,82.1,328.4,38.32,3.19,0.003,May,5,2023,May 2023
2023-05-24,P103,T-Shirt,Apparel,214.9,0,214.9,194.06,6.0,1289.4,South,Retail,210,126.78,88.12,528.72,41.01,20.84,0.003,May,5,2023,May 2023
2023-02-23,P105,Brake Pads,Automotive,259.3,25,194.48,210.85,2.0,388.96,North,Retail,387,192.6,1.88,3.76,0.97,-16.37,0.0115,Feb,2,2023,Feb 2023
2024-12-07,P104,Bluetooth Speaker,Electronics,158.65,25,118.99,119.22,2.0,237.98,East,Retail,183,93.19,25.8,51.6,21.68,-0.23,0.0206,Dec,12,2024,Dec 2024
2023-07-21,P106,Olive Oil,Grocery,111.16,10,100.04,102.0,6.0,600.24,South,Retail,109,69.4,30.64,183.84,30.63,-1.96,0.0111,Jul,7,2023,Jul 2023
2023-11-11,P100,Wireless Headphones,Electronics,167.74,15,142.58,143.75,1.0,142.58,North,Retail,323,104.19,38.39,38.39,26.93,-1.17,0.0117,Nov,11,2023,Nov 2023
2023-11-19,P103,T-Shirt,Apparel,200.23,5,190.22,185.05,6.0,1141.32,North,Retail,378,116.35,73.87,443.22,38.83,5.17,0.003,Nov,11,2023,Nov 2023
2024-06-27,P101,Car Battery,Automotive,181.9,15,154.62,154.39,5.0,773.1,West,Retail,67,120.13,34.49,172.45,22.31,0.23,0.0112,Jun,6,2024,Jun 2024
2024-12-12,P103,T-Shirt,Apparel,267.48,0,267.48,244.53,2.0,534.96,North,Retail,340,169.73,97.75,195.5,36.54,22.95,0.003,Dec,12,2024,Dec 2024
2023-06-12,P106,Olive Oil,Grocery,58.67,20,46.94,48.61,1.0,46.94,West,Retail,77,39.49,7.45,7.45,15.87,-1.67,0.0111,Jun,6,2023,Jun 2023
2023-05-17,P101,Car Battery,Automotive,153.27,15,130.28,118.14,7.0,911.96,East,Retail,92,108.36,21.92,153.44,16.83,12.14,0.0112,May,5,2023,May 2023
2023-06-05,P106,Olive Oil,Grocery,192.31,5,182.69,206.58,5.0,913.45,North,Retail,134,122.96,59.73,298.65,32.69,-23.89,0.0111,Jun,6,2023,Jun 2023
2024-05-01,P100,Wireless Headphones,Electronics,230.1,10,207.09,233.87,2.0,414.18,West,Retail,236,164.71,42.38,84.76,20.46,-26.78,0.0117,May,5,2024,May 2024
2023-04-22,P105,Brake Pads,Automotive,229.65,10,206.68,209.57,7.0,1446.76,North,Wholesale,224,166.42,40.26,281.82,19.48,-2.89,0.0115,Apr,4,2023,Apr 2023
2023-10-13,P100,Wireless Headphones,Electronics,225.77,25,169.33,176.27,3.0,507.99,North,Wholesale,190,132.45,36.88,110.64,21.78,-6.94,0.0117,Oct,10,2023,Oct 2023
2023-12-18,P105,Brake Pads,Automotive,267.69,15,227.54,257.5,2.0,455.08,North,Wholesale,242,163.6,63.94,127.88,28.1,-29.96,0.0115,Dec,12,2023,Dec 2023
2023-01-27,P107,Jeans,Apparel,198.1,15,168.38,184.18,7.0,1178.66,East,Retail,217,132.78,35.6,249.2,21.14,-15.8,0.0022,Jan,1,2023,Jan 2023
2023-10-11,P101,Car Battery,Automotive,181.97,10,163.77,175.79,6.0,982.62,South,Retail,275,106.43,57.34,344.04,35.01,-12.02,0.0112,Oct,10,2023,Oct 2023
2023-10-11,P106,Olive Oil,Grocery,83.72,0,83.72,88.12,6.0,502.32,East,Retail,172,61.14,22.58,135.48,26.97,-4.4,0.0111,Oct,10,2023,Oct 2023
2023-03-03,P104,Bluetooth Speaker,Electronics,215.76,15,183.4,199.39,2.0,366.8,North,Wholesale,297,121.41,61.99,123.98,33.8,-15.99,0.0206,Mar,3,2023,Mar 2023
2024-10-22,P106,Olive Oil,Grocery,109.71,0,109.71,110.55,3.0,329.13,East,Retail,289,78.92,30.79,92.37,28.06,-0.84,0.0111,Oct,10,2024,Oct 2024
2024-02-08,P105,Brake Pads,Automotive,146.16,5,138.85,152.72,6.0,833.1,East,Retail,150,107.73,31.12,186.72,22.41,-13.87,0.0115,Feb,2,2024,Feb 2024
2023-12-25,P101,Car Battery,Automotive,107.61,30,75.33,76.44,10.0,753.3,South,Retail,239,80.54,-5.21,-52.1,-6.92,-1.11,0.0112,Dec,12,2023,Dec 2023
2024-11-24,P102,Organic Rice,Grocery,111.62,10,100.46,107.65,2.0,200.92,South,Retail,269,78.21,22.25,44.5,22.15,-7.19,0.0121,Nov,11,2024,Nov 2024
2023-06-03,P103,T-Shirt,Apparel,259.68,0,259.68,248.57,2.0,519.36,West,Retail,181,165.09,94.59,189.18,36.43,11.11,0.003,Jun,6,2023,Jun 2023
2024-02-09,P107,Jeans,Apparel,205.02,25,153.77,172.59,6.0,922.62,South,Retail,323,138.84,14.93,89.58,9.71,-18.82,0.0022,Feb,2,2024,Feb 2024
2023-06-19,P107,Jeans,Apparel,196.14,10,176.53,184.14,5.0,882.65,East,Retail,178,122.77,53.76,268.8,30.45,-7.61,0.0022,Jun,6,2023,Jun 2023
2023-01-08,P103,T-Shirt,Apparel,211.26,25,158.44,165.24,4.0,633.76,North,Wholesale,240,150.82,7.62,30.48,4.81,-6.8,0.003,Jan,1,2023,Jan 2023
2023-08-21,P104,Bluetooth Speaker,Electronics,197.04,0,197.04,203.02,5.0,985.2,South,Wholesale,236,136.6,60.44,302.2,30.67,-5.98,0.0206,Aug,8,2023,Aug 2023
2024-04-07,P107,Jeans,Apparel,223.82,25,167.86,190.34,6.0,1007.16,West,Retail,43,143.41,24.45,146.7,14.57,-22.48,0.0022,Apr,4,2024,Apr 2024
2024-07-31,P107,Jeans,Apparel,244.08,15,207.47,209.03,5.0,1037.35,North,Retail,250,170.05,37.42,187.1,18.04,-1.56,0.0022,Jul,7,2024,Jul 2024
2023-11-11,P106,Olive Oil,Grocery,11.03,0,11.03,11.05,5.0,11.03,North,Wholesale,269,6.6,4.43,22.15,40.16,-0.02,0.0111,Nov,11,2023,Nov 2023
2023-06-10,P106,Olive Oil,Grocery,124.34,15,105.69,105.63,4.0,422.76,North,Retail,273,87.47,18.22,72.88,17.24,0.06,0.0111,Jun,6,2023,Jun 2023
2024-09-08,P102,Organic Rice,Grocery,164.07,0,164.07,179.36,6.0,984.42,West,Retail,184,107.92,56.15,336.9,34.22,-15.29,0.0121,Sep,9,2024,Sep 2024
2024-12-09,P100,Wireless Headphones,Electronics,160.34,15,136.29,127.19,2.0,272.58,North,Retail,147,94.6,41.69,83.38,30.59,9.1,0.0117,Dec,12,2024,Dec 2024
2023-04-26,P102,Organic Rice,Grocery,96.99,10,87.29,88.93,8.0,698.32,West,Retail,33,60.87,26.42,211.36,30.27,-1.64,0.0121,Apr,4,2023,Apr 2023
2023-12-09,P102,Organic Rice,Grocery,96.75,10,87.08,87.54,7.0,609.56,North,Retail,361,59.67,27.41,191.87,31.48,-0.46,0.0121,Dec,12,2023,Dec 2023
2023-07-06,P103,T-Shirt,Apparel,147.2,25,110.4,104.1,6.0,662.4,North,Wholesale,249,90.7,19.7,118.2,17.84,6.3,0.003,Jul,7,2023,Jul 2023
2023-08-26,P104,Bluetooth Speaker,Electronics,145.04,5,137.79,133.47,2.0,275.58,East,Wholesale,252,99.21,38.58,77.16,28.0,4.32,0.0206,Aug,8,2023,Aug 2023
2023-04-28,P105,Brake Pads,Automotive,173.11,5,164.45,158.96,6.0,986.7,North,Retail,338,111.49,52.96,317.76,32.2,5.49,0.0115,Apr,4,2023,Apr 2023
2024-02-21,P106,Olive Oil,Grocery,23.52,20,18.82,19.63,8.0,150.56,North,Wholesale,231,15.91,2.91,23.28,15.46,-0.81,0.0111,Feb,2,2024,Feb 2024
2023-10-23,P106,Olive Oil,Grocery,65.79,20,52.63,56.6,6.0,315.78,North,Retail,220,37.21,15.42,92.52,29.3,-3.97,0.0111,Oct,10,2023,Oct 2023
2024-10-03,P105,Brake Pads,Automotive,262.7,10,236.43,217.24,8.0,1891.44,South,Retail,199,191.27,45.16,361.28,19.1,19.19,0.0115,Oct,10,2024,Oct 2024
2023-09-26,P103,T-Shirt,Apparel,178.84,10,160.96,168.08,3.0,482.88,South,Retail,116,106.85,54.11,162.33,33.62,-7.12,0.003,Sep,9,2023,Sep 2023
2023-06-04,P100,Wireless Headphones,Electronics,304.29,30,213.0,214.41,3.0,639.0,South,Retail,195,182.68,30.32,90.96,14.23,-1.41,0.0117,Jun,6,2023,Jun 2023
2023-02-15,P107,Jeans,Apparel,155.65,20,124.52,130.56,5.0,622.6,North,Retail,260,108.87,15.65,78.25,12.57,-6.04,0.0022,Feb,2,2023,Feb 2023
2023-04-06,P103,T-Shirt,Apparel,238.06,10,214.25,194.39,7.0,1499.75,North,Wholesale,93,151.51,62.74,439.18,29.28,19.86,0.003,Apr,4,2023,Apr 2023
2023-01-23,P102,Organic Rice,Grocery,58.24,0,58.24,56.64,3.0,174.72,West,Wholesale,351,34.01,24.23,72.69,41.6,1.6,0.0121,Jan,1,2023,Jan 2023
2024-06-10,P101,Car Battery,Automotive,193.04,25,144.78,132.42,5.0,723.9,North,Retail,227,130.66,14.12,70.6,9.75,12.36,0.0112,Jun,6,2024,Jun 2024
2024-10-18,P103,T-Shirt,Apparel,256.99,0,256.99,283.26,6.0,1541.94,East,Retail,13,169.97,87.02,522.12,33.86,-26.27,0.003,Oct,10,2024,Oct 2024
2024-11-06,P102,Organic Rice,Grocery,78.06,30,54.64,60.15,3.0,163.92,South,Wholesale,158,50.26,4.38,13.14,8.02,-5.51,0.0121,Nov,11,2024,Nov 2024
2023-07-14,P105,Brake Pads,Automotive,240.14,10,216.13,225.99,1.0,216.13,North,Wholesale,142,165.82,50.31,50.31,23.28,-9.86,0.0115,Jul,7,2023,Jul 2023
2024-12-16,P102,Organic Rice,Grocery,72.14,0,72.14,70.98,5.0,360.7,West,Retail,107,49.34,22.8,114.0,31.61,1.16,0.0121,Dec,12,2024,Dec 2024
2024-02-16,P105,Brake Pads,Automotive,240.16,15,204.14,214.23,4.0,816.56,East,Retail,214,174.61,29.53,118.12,14.47,-10.09,0.0115,Feb,2,2024,Feb 2024
2024-04-19,P107,Jeans,Apparel,210.93,0,210.93,197.21,1.0,210.93,North,Retail,110,141.32,69.61,69.61,33.0,13.72,0.0022,Apr,4,2024,Apr 2024
2024-04-21,P107,Jeans,Apparel,51.28,25,38.46,42.88,5.0,192.3,East,Retail,221,33.49,4.97,24.85,12.92,-4.42,0.0022,Apr,4,2024,Apr 2024
2024-10-23,P103,T-Shirt,Apparel,214.83,15,182.61,207.94,6.0,1095.66,East,Retail,144,119.62,62.99,377.94,34.49,-25.33,0.003,Oct,10,2024,Oct 2024
2024-06-28,P105,Brake Pads,Automotive,216.34,25,162.26,157.69,5.0,811.3,East,Retail,210,123.28,38.98,194.9,24.02,4.57,0.0115,Jun,6,2024,Jun 2024
2023-10-24,P103,T-Shirt,Apparel,189.52,25,142.14,145.38,6.0,852.84,East,Retail,117,116.32,25.82,154.92,18.17,-3.24,0.003,Oct,10,2023,Oct 2023
2023-01-22,P104,Bluetooth Speaker,Electronics,190.48,25,142.86,144.62,1.0,142.86,West,Retail,187,134.77,8.09,8.09,5.66,-1.76,0.0206,Jan,1,2023,Jan 2023
2023-05-04,P104,Bluetooth Speaker,Electronics,200.05,25,150.04,145.17,2.0,300.08,North,Retail,138,112.31,37.73,75.46,25.15,4.87,0.0206,May,5,2023,May 2023
2023-03-30,P107,Jeans,Apparel,201.69,10,181.52,203.98,1.0,181.52,South,Retail,131,139.79,41.73,41.73,22.99,-22.46,0.0022,Mar,3,2023,Mar 2023
2024-12-21,P101,Car Battery,Automotive,269.58,0,269.58,295.79,5.0,1347.9,East,Retail,165,156.24,113.34,566.7,42.04,-26.21,0.0112,Dec,12,2024,Dec 2024
2024-07-29,P101,Car Battery,Automotive,172.54,30,120.78,110.82,4.0,483.12,East,Retail,241,108.31,12.47,49.88,10.32,9.96,0.0112,Jul,7,2024,Jul 2024
2024-08-24,P105,Brake Pads,Automotive,191.24,25,143.43,138.02,3.0,430.29,North,Retail,235,132.53,10.9,32.7,7.6,5.41,0.0115,Aug,8,2024,Aug 2024
2023-04-27,P104,Bluetooth Speaker,Electronics,150.64,10,135.58,139.21,2.0,271.16,North,Wholesale,298,98.14,37.44,74.88,27.61,-3.63,0.0206,Apr,4,2023,Apr 2023
2024-09-09,P104,Bluetooth Speaker,Electronics,189.62,0,189.62,201.95,1.0,189.62,East,Retail,140,121.01,68.61,68.61,36.18,-12.33,0.0206,Sep,9,2024,Sep 2024
2023-05-24,P104,Bluetooth Speaker,Electronics,48.9,15,41.56,43.68,2.0,83.12,North,Retail,154,33.17,8.39,16.78,20.19,-2.12,0.0206,May,5,2023,May 2023
2023-02-09,P107,Jeans,Apparel,209.66,5,199.18,196.68,3.0,597.54,West,Retail,107,144.93,54.25,162.75,27.24,2.5,0.0022,Feb,2,2023,Feb 2023
2024-09-18,P103,T-Shirt,Apparel,204.45,20,163.56,150.33,6.0,981.36,South,Retail,181,133.16,30.4,182.4,18.59,13.23,0.003,Sep,9,2024,Sep 2024
2023-11-09,P101,Car Battery,Automotive,217.35,20,173.88,199.93,6.0,1043.28,West,Retail,261,152.08,21.8,130.8,12.54,-26.05,0.0112,Nov,11,2023,Nov 2023
2024-04-07,P102,Organic Rice,Grocery,26.36,10,23.72,21.69,7.0,166.04,West,Retail,0,17.84,5.88,41.16,24.79,2.03,0.0121,Apr,4,2024,Apr 2024
2024-11-22,P100,Wireless Headphones,Electronics,142.98,15,121.53,124.33,4.0,486.12,East,Retail,293,92.74,28.79,115.16,23.69,-2.8,0.0117,Nov,11,2024,Nov 2024
2024-09-27,P106,Olive Oil,Grocery,249.74,30,174.82,196.41,5.0,874.1,West,Retail,247,152.04,22.78,113.9,13.03,-21.59,0.0111,Sep,9,2024,Sep 2024
2024-07-08,P100,Wireless Headphones,Electronics,268.74,30,188.12,200.92,2.0,376.24,North,Retail,140,168.36,19.76,39.52,10.5,-12.8,0.0117,Jul,7,2024,Jul 2024
2024-02-12,P103,T-Shirt,Apparel,163.55,15,139.02,138.79,8.0,1112.16,West,Retail,237,92.24,46.78,374.24,33.65,0.23,0.003,Feb,2,2024,Feb 2024
2023-12-05,P100,Wireless Headphones,Electronics,264.83,10,238.35,250.88,2.0,476.7,South,Retail,342,196.29,42.06,84.12,17.65,-12.53,0.0117,Dec,12,2023,Dec 2023
2023-03-04,P101,Car Battery,Automotive,146.24,25,109.68,102.22,5.0,548.4,West,Retail,373,99.7,9.98,49.9,9.1,7.46,0.0112,Mar,3,2023,Mar 2023
2023-03-29,P102,Organic Rice,Grocery,183.57,10,165.21,165.81,6.0,991.26,East,Retail,307,119.36,45.85,275.1,27.75,-0.6,0.0121,Mar,3,2023,Mar 2023
2024-08-25,P103,T-Shirt,Apparel,112.7,15,95.8,91.47,3.0,287.4,West,Retail,121,75.07,20.73,62.19,21.64,4.33,0.003,Aug,8,2024,Aug 2024
2024-09-11,P107,Jeans,Apparel,278.23,20,222.58,254.11,2.0,445.16,East,Retail,288,156.96,65.62,131.24,29.48,-31.53,0.0022,Sep,9,2024,Sep 2024
2024-01-02,P101,Car Battery,Automotive,216.21,10,194.59,208.72,7.0,1362.13,North,Retail,200,119.48,75.11,525.77,38.6,-14.13,0.0112,Jan,1,2024,Jan 2024
2024-12-26,P107,Jeans,Apparel,263.27,15,223.78,207.38,3.0,671.34,East,Retail,278,172.45,51.33,153.99,22.94,16.4,0.0022,Dec,12,2024,Dec 2024
2024-05-23,P100,Wireless Headphones,Electronics,189.69,10,170.72,162.53,2.0,341.44,West,Retail,180,138.2,32.52,65.04,19.05,8.19,0.0117,May,5,2024,May 2024
2024-04-04,P100,Wireless Headphones,Electronics,256.89,15,218.36,217.04,3.0,655.08,West,Retail,215,147.98,70.38,211.14,32.23,1.32,0.0117,Apr,4,2024,Apr 2024
2023-10-10,P106,Olive Oil,Grocery,44.62,10,40.16,45.91,7.0,281.12,West,Retail,161,28.59,11.57,80.99,28.81,-5.75,0.0111,Oct,10,2023,Oct 2023
2023-05-17,P104,Bluetooth Speaker,Electronics,256.14,10,230.53,212.44,1.0,230.53,East,Retail,227,186.3,44.23,44.23,19.19,18.09,0.0206,May,5,2023,May 2023
2024-07-11,P107,Jeans,Apparel,245.43,0,245.43,235.26,4.0,981.72,North,Retail,266,137.02,108.41,433.64,44.17,10.17,0.0022,Jul,7,2024,Jul 2024
2024-12-19,P106,Olive Oil,Grocery,75.58,25,56.68,56.24,2.0,113.36,South,Retail,174,46.29,10.39,20.78,18.33,0.44,0.0111,Dec,12,2024,Dec 2024
2023-03-11,P103,T-Shirt,Apparel,244.4,5,232.18,226.91,4.0,928.72,West,Retail,214,167.17,65.01,260.04,28.0,5.27,0.003,Mar,3,2023,Mar 2023
2023-06-17,P103,T-Shirt,Apparel,170.99,15,145.34,165.55,10.0,1453.4,South,Retail,320,111.81,33.53,335.3,23.07,-20.21,0.003,Jun,6,2023,Jun 2023
2023-06-30,P102,Organic Rice,Grocery,55.84,20,44.67,46.07,6.0,268.02,West,Retail,0,33.27,11.4,68.4,25.52,-1.4,0.0121,Jun,6,2023,Jun 2023
2023-10-16,P107,Jeans,Apparel,138.49,30,96.94,106.61,4.0,387.76,West,Retail,169,100.15,-3.21,-12.84,-3.31,-9.67,0.0022,Oct,10,2023,Oct 2023
2023-12-11,P106,Olive Oil,Grocery,192.16,20,153.73,144.26,5.0,768.65,West,Retail,291,113.84,39.89,199.45,25.95,9.47,0.0111,Dec,12,2023,Dec 2023
2023-01-24,P102,Organic Rice,Grocery,185.3,0,185.3,173.32,3.0,555.9,East,Retail,169,129.53,55.77,167.31,30.1,11.98,0.0121,Jan,1,2023,Jan 2023
2024-01-28,P101,Car Battery,Automotive,108.06,20,86.45,85.04,7.0,605.15,South,Retail,213,60.82,25.63,179.41,29.65,1.41,0.0112,Jan,1,2024,Jan 2024
2024-08-28,P105,Brake Pads,Automotive,187.86,0,187.86,215.41,3.0,563.58,South,Retail,150,116.11,71.75,215.25,38.19,-27.55,0.0115,Aug,8,2024,Aug 2024
2023-11-23,P102,Organic Rice,Grocery,115.07,20,92.06,99.57,3.0,276.18,South,Wholesale,379,72.34,19.72,59.16,21.42,-7.51,0.0121,Nov,11,2023,Nov 2023
2024-08-29,P104,Bluetooth Speaker,Electronics,257.02,25,192.76,181.66,1.0,192.76,West,Retail,176,142.92,49.84,49.84,25.86,11.1,0.0206,Aug,8,2024,Aug 2024
2024-04-12,P100,Wireless Headphones,Electronics,150.04,30,105.03,98.98,2.0,210.06,North,Retail,193,85.14,19.89,39.78,18.94,6.05,0.0117,Apr,4,2024,Apr 2024
2024-06-08,P104,Bluetooth Speaker,Electronics,144.28,10,129.85,140.6,1.0,129.85,West,Retail,257,93.34,36.51,36.51,28.12,-10.75,0.0206,Jun,6,2024,Jun 2024
2024-05-13,P101,Car Battery,Automotive,244.05,15,207.44,195.59,8.0,1659.52,East,Retail,208,180.2,27.24,217.92,13.13,11.85,0.0112,May,5,2024,May 2024
2023-10-15,P107,Jeans,Apparel,217.3,15,184.7,201.61,6.0,1108.2,West,Retail,174,137.45,47.25,283.5,25.58,-16.91,0.0022,Oct,10,2023,Oct 2023
2024-01-12,P107,Jeans,Apparel,212.93,15,180.99,189.05,2.0,361.98,West,Retail,201,144.93,36.06,72.12,19.92,-8.06,0.0022,Jan,1,2024,Jan 2024
2023-10-20,P100,Wireless Headphones,Electronics,242.02,10,217.82,234.97,1.0,217.82,South,Wholesale,175,145.31,72.51,72.51,33.29,-17.15,0.0117,Oct,10,2023,Oct 2023
2023-03-20,P102,Organic Rice,Grocery,106.27,25,79.7,76.2,1.0,79.7,South,Retail,211,70.42,9.28,9.28,11.64,3.5,0.0121,Mar,3,2023,Mar 2023
2024-01-16,P106,Olive Oil,Grocery,61.07,15,51.91,50.71,7.0,363.37,West,Retail,173,40.07,11.84,82.88,22.81,1.2,0.0111,Jan,1,2024,Jan 2024
2023-02-02,P103,T-Shirt,Apparel,156.95,15,133.41,127.34,4.0,533.64,West,Retail,256,104.3,29.11,116.44,21.82,6.07,0.003,Feb,2,2023,Feb 2023
2023-01-18,P105,Brake Pads,Automotive,143.99,5,136.79,153.21,3.0,410.37,West,Wholesale,219,94.84,41.95,125.85,30.67,-16.42,0.0115,Jan,1,2023,Jan 2023
2023-08-18,P103,T-Shirt,Apparel,201.87,0,201.87,184.43,11.0,2220.57,West,Retail,208,131.93,69.94,769.34,34.65,17.44,0.003,Aug,8,2023,Aug 2023
2023-11-05,P101,Car Battery,Automotive,292.98,5,278.33,308.33,7.0,1948.31,West,Retail,94,179.78,98.55,689.85,35.41,-30.0,0.0112,Nov,11,2023,Nov 2023
2024-02-09,P100,Wireless Headphones,Electronics,258.07,5,245.17,249.3,1.0,245.17,South,Retail,283,185.56,59.61,59.61,24.31,-4.13,0.0117,Feb,2,2024,Feb 2024
2023-11-06,P103,T-Shirt,Apparel,195.98,10,176.38,197.0,3.0,529.14,South,Wholesale,238,145.27,31.11,93.33,17.64,-20.62,0.003,Nov,11,2023,Nov 2023
2024-09-01,P106,Olive Oil,Grocery,193.67,10,174.3,183.08,5.0,871.5,West,Retail,196,111.55,62.75,313.75,36.0,-8.78,0.0111,Sep,9,2024,Sep 2024
2024-12-20,P107,Jeans,Apparel,163.56,25,122.67,137.61,3.0,368.01,East,Retail,262,110.78,11.89,35.67,9.69,-14.94,0.0022,Dec,12,2024,Dec 2024
2023-03-27,P102,Organic Rice,Grocery,22.66,0,22.66,24.06,6.0,135.96,North,Retail,166,15.06,7.6,45.6,33.54,-1.4,0.0121,Mar,3,2023,Mar 2023
2024-11-02,P106,Olive Oil,Grocery,7.88,5,7.49,7.86,9.0,67.41,East,Retail,58,5.52,1.97,17.73,26.3,-0.37,0.0111,Nov,11,2024,Nov 2024
2023-06-12,P100,Wireless Headphones,Electronics,118.26,25,88.7,99.61,3.0,266.1,North,Retail,254,86.26,2.44,7.32,2.75,-10.91,0.0117,Jun,6,2023,Jun 2023
2023-04-29,P102,Organic Rice,Grocery,181.58,5,172.5,185.14,6.0,1035.0,East,Retail,132,113.51,58.99,353.94,34.2,-12.64,0.0121,Apr,4,2023,Apr 2023
2023-04-04,P102,Organic Rice,Grocery,191.62,15,162.88,177.92,6.0,977.28,North,Retail,177,121.9,40.98,245.88,25.16,-15.04,0.0121,Apr,4,2023,Apr 2023
2024-10-27,P107,Jeans,Apparel,193.54,10,174.19,178.45,5.0,870.95,North,Retail,289,113.53,60.66,303.3,34.82,-4.26,0.0022,Oct,10,2024,Oct 2024
2023-02-13,P102,Organic Rice,Grocery,3.61,10,3.25,3.23,7.0,22.75,North,Retail,113,2.03,1.22,8.54,37.54,0.02,0.0121,Feb,2,2023,Feb 2023
2024-04-27,P104,Bluetooth Speaker,Electronics,203.07,10,182.76,165.75,6.0,1096.56,South,Retail,280,140.76,42.0,252.0,22.98,17.01,0.0206,Apr,4,2024,Apr 2024
2024-11-05,P102,Organic Rice,Grocery,34.43,30,24.1,24.18,2.0,48.2,East,Retail,255,18.95,5.15,10.3,21.37,-0.08,0.0121,Nov,11,2024,Nov 2024
2024-05-27,P103,T-Shirt,Apparel,125.33,15,106.53,102.55,6.0,639.18,North,Wholesale,65,82.87,23.66,141.96,22.21,3.98,0.003,May,5,2024,May 2024
2024-09-19,P105,Brake Pads,Automotive,249.11,15,211.74,238.71,2.0,423.48,West,Retail,228,161.3,50.44,100.88,23.82,-26.97,0.0115,Sep,9,2024,Sep 2024
2024-05-27,P103,T-Shirt,Apparel,246.65,5,234.32,229.15,7.0,1640.24,North,Retail,344,146.17,88.15,617.05,37.62,5.17,0.003,May,5,2024,May 2024
2024-06-06,P105,Brake Pads,Automotive,144.59,25,108.44,104.71,10.0,1084.4,South,Retail,278,97.69,10.75,107.5,9.91,3.73,0.0115,Jun,6,2024,Jun 2024
2023-04-29,P102,Organic Rice,Grocery,45.08,20,36.06,38.24,2.0,72.12,North,Retail,151,29.83,6.23,12.46,17.28,-2.18,0.0121,Apr,4,2023,Apr 2023
2024-03-25,P101,Car Battery,Automotive,256.14,10,230.53,241.29,2.0,461.06,North,Wholesale,221,167.17,63.36,126.72,27.48,-10.76,0.0112,Mar,3,2024,Mar 2024
2024-09-26,P100,Wireless Headphones,Electronics,230.24,25,172.68,165.24,1.0,172.68,East,Retail,195,127.03,45.65,45.65,26.44,7.44,0.0117,Sep,9,2024,Sep 2024
2023-08-13,P102,Organic Rice,Grocery,101.82,10,91.64,96.89,5.0,458.2,North,Wholesale,111,62.15,29.49,147.45,32.18,-5.25,0.0121,Aug,8,2023,Aug 2023
